customer_id,snapshot_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,marketing_consent,recency_days,frequency_180d,monetary_180d,return_rate_180d,avg_discount_pct_180d,avg_rating_180d,category_diversity_180d,ticket_count_90d,negative_ticket_rate_90d,avg_resolution_hours_90d,days_since_signup,sessions_30d,product_views_30d,cart_adds_30d,wishlist_adds_30d,abandoned_carts_30d,email_opens_30d,campaign_clicks_30d,last_visit_days_ago,churn_next_60d,split
CUST00628,2025-09-30,Tier 1,18-24,Instagram,,Makeup,Yes,59,1,232.57,0.0,0.58,5.0,1,1,1.0,52.4,445,9,35,5,2,1,7,1,15,0,train
CUST00629,2025-09-30,Tier 2,25-34,Organic,Gold,Skin Care,Yes,44,1,442.4,0.0,0.42,5.0,1,0,0.0,0.0,64,2,6,0,0,0,2,1,3,0,train
CUST00630,2025-09-30,Tier 2,25-34,Instagram,Platinum,Skin Care,Yes,93,2,1967.63,0.0,0.285,3.5,2,0,0.0,0.0,359,20,112,9,5,5,8,1,13,0,train
CUST00631,2025-09-30,Tier 1,35-44,Marketplace,Silver,Hair Care,No,68,3,1238.87,0.0,0.49,4.67,2,0,0.0,0.0,542,0,0,0,0,0,0,0,5,1,train
CUST00632,2025-09-30,Tier 2,35-44,Referral,Gold,Baby Care,Yes,61,1,1078.63,0.0,0.45,4.0,1,0,0.0,0.0,167,11,53,1,3,1,2,1,0,1,train
CUST00633,2025-09-30,Tier 3,18-24,Organic,,Makeup,Yes,33,1,1619.36,0.0,0.17,5.0,1,0,0.0,0.0,56,4,14,1,0,0,4,1,0,0,train
CUST00634,2025-09-30,Tier 2,25-34,Google Search,,Skin Care,No,118,2,727.14,0.0,0.23,5.0,1,0,0.0,0.0,456,1,5,0,0,0,0,0,32,1,train
CUST00636,2025-09-30,Tier 1,25-34,Google Search,Silver,Skin Care,No,72,2,2158.95,0.0,0.195,4.0,2,0,0.0,0.0,137,1,4,0,0,0,0,0,24,0,train
CUST00637,2025-09-30,Tier 3,25-34,Marketplace,Silver,Makeup,Yes,60,1,928.75,0.0,0.56,4.0,1,0,0.0,0.0,597,1,6,0,0,0,1,0,15,0,train
CUST00638,2025-09-30,Tier 2,45+,Instagram,,Wellness,Yes,173,1,300.91,0.0,0.33,4.0,1,0,0.0,0.0,557,0,0,0,0,0,1,0,44,1,train
CUST00640,2025-09-30,Tier 1,18-24,Google Search,,Fragrance,Yes,130,1,641.86,0.0,0.28,3.0,1,0,0.0,0.0,165,0,0,0,0,0,4,1,25,1,train
CUST00641,2025-09-30,Tier 3,25-34,Organic,,Skin Care,Yes,35,3,1518.18,0.0,0.303,4.33,3,0,0.0,0.0,367,5,16,2,1,1,3,1,0,0,train
CUST00642,2025-09-30,Tier 1,18-24,Referral,Silver,Fragrance,Yes,18,3,1654.45,0.0,0.407,5.0,2,0,0.0,0.0,234,4,12,2,0,0,1,0,12,0,train
CUST00646,2025-09-30,Tier 1,18-24,Marketplace,Silver,Wellness,No,117,1,624.08,0.0,0.07,5.0,1,0,0.0,0.0,237,5,28,0,0,0,0,0,20,0,train
CUST00648,2025-09-30,Tier 3,18-24,Google Search,,Hair Care,Yes,31,1,1298.17,0.0,0.13,5.0,1,0,0.0,0.0,72,3,11,1,0,1,6,3,16,0,train
CUST00649,2025-09-30,Tier 2,25-34,Referral,Silver,Makeup,No,124,1,364.41,0.0,0.34,4.0,1,0,0.0,0.0,442,5,28,3,0,2,0,0,16,1,train
CUST00651,2025-09-30,Tier 1,18-24,Referral,Silver,Wellness,Yes,34,2,2189.98,0.0,0.395,3.5,2,0,0.0,0.0,506,6,16,1,1,0,6,2,5,0,train
CUST00653,2025-09-30,Tier 1,25-34,Google Search,,Fragrance,No,32,2,2037.83,0.0,0.235,4.5,2,0,0.0,0.0,140,19,86,2,4,0,0,0,11,0,train
CUST00654,2025-09-30,Tier 3,35-44,Referral,,Fragrance,No,8,4,4671.99,0.5,0.11,3.5,4,2,1.0,31.05,532,8,21,3,1,2,0,0,0,0,train
CUST00655,2025-09-30,Tier 1,35-44,Instagram,Silver,Fragrance,Yes,79,1,631.53,0.0,0.11,4.0,1,0,0.0,0.0,534,0,0,0,0,0,0,0,15,0,train
CUST00656,2025-09-30,Tier 1,18-24,Organic,,Skin Care,No,67,2,1360.96,0.0,0.24,2.5,2,0,0.0,0.0,537,16,41,3,1,2,0,0,6,0,train
CUST00658,2025-09-30,Tier 1,35-44,Google Search,,Fragrance,Yes,219,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,497,3,9,1,0,1,5,1,29,1,train
CUST00661,2025-09-30,Tier 1,45+,Google Search,,Wellness,Yes,180,1,415.44,0.0,0.44,5.0,1,0,0.0,0.0,317,1,5,0,0,0,0,0,33,1,train
CUST00662,2025-09-30,Tier 3,35-44,Organic,,Skin Care,Yes,124,1,852.96,0.0,0.27,4.0,1,0,0.0,0.0,186,2,10,1,0,0,0,0,28,1,train
CUST00663,2025-09-30,Tier 2,25-34,Instagram,,Hair Care,No,64,3,1861.9,0.0,0.4,4.33,2,0,0.0,0.0,509,14,35,2,2,1,0,0,26,1,train
CUST00664,2025-09-30,Tier 3,25-34,Google Search,,Hair Care,Yes,20,1,237.27,0.0,0.34,4.0,1,1,0.0,16.2,32,1,3,0,0,0,0,0,0,0,train
CUST00665,2025-09-30,Tier 3,35-44,Referral,,Skin Care,No,35,3,1936.8,0.333,0.237,4.33,2,1,1.0,38.0,590,3,9,1,0,0,0,0,3,0,train
CUST00666,2025-09-30,Tier 1,35-44,Google Search,Silver,Fragrance,Yes,3,1,540.99,0.0,0.32,5.0,1,1,0.0,10.1,92,1,6,1,0,0,3,1,10,0,train
CUST00668,2025-09-30,Tier 1,18-24,Marketplace,,Baby Care,No,42,2,952.41,0.0,0.16,4.5,2,0,0.0,0.0,151,3,12,2,0,1,0,0,10,1,train
CUST00669,2025-09-30,Tier 1,35-44,Instagram,,Hair Care,Yes,57,3,2774.76,0.0,0.243,3.0,3,0,0.0,0.0,137,1,6,0,0,0,0,0,0,0,train
CUST00670,2025-09-30,Tier 1,25-34,Instagram,,Wellness,Yes,242,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,421,0,0,0,0,0,2,1,52,1,train
CUST00671,2025-09-30,Tier 1,25-34,Google Search,,Skin Care,No,2,3,2568.33,0.0,0.34,4.0,2,0,0.0,0.0,597,13,53,4,2,2,0,0,7,0,train
CUST00672,2025-09-30,Tier 1,35-44,Organic,,Skin Care,Yes,141,1,434.37,0.0,0.47,4.0,1,0,0.0,0.0,326,10,38,4,2,2,7,3,18,1,train
CUST00673,2025-09-30,Tier 3,45+,Referral,Silver,Baby Care,Yes,118,1,1297.2,0.0,0.36,2.0,1,0,0.0,0.0,175,1,3,0,0,0,2,1,28,1,train
CUST00674,2025-09-30,Tier 2,18-24,Marketplace,,Wellness,Yes,56,5,2521.51,0.0,0.28,3.8,4,0,0.0,0.0,305,14,61,4,3,1,4,0,12,1,train
CUST00675,2025-09-30,Tier 2,35-44,Referral,Silver,Makeup,Yes,130,2,4218.15,0.0,0.235,3.5,1,0,0.0,0.0,548,8,47,1,0,1,4,1,35,0,train
CUST00677,2025-09-30,Tier 2,25-34,Organic,,Fragrance,Yes,6,1,291.61,0.0,0.36,2.0,1,0,0.0,0.0,428,1,4,0,0,0,0,0,13,0,train
CUST00678,2025-09-30,Tier 1,25-34,Organic,,Skin Care,No,196,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,290,1,5,0,0,0,0,0,26,1,train
CUST00679,2025-09-30,Tier 3,18-24,Marketplace,,Wellness,Yes,83,3,2474.75,0.0,0.337,3.33,3,0,0.0,0.0,547,3,17,1,0,0,9,3,18,0,train
CUST00680,2025-09-30,Tier 1,35-44,Influencer,Gold,Skin Care,No,215,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,216,1,5,1,0,1,0,0,41,1,train
CUST00681,2025-09-30,Tier 1,45+,Google Search,,Skin Care,Yes,211,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,244,1,5,0,0,0,1,0,35,1,train
CUST00682,2025-09-30,Tier 1,35-44,Referral,Silver,Hair Care,Yes,19,1,1238.23,0.0,0.17,3.0,1,1,0.0,22.7,38,6,28,1,1,0,5,1,7,0,train
CUST00685,2025-09-30,Tier 1,35-44,Instagram,,Skin Care,Yes,2,1,1158.09,0.0,0.44,5.0,1,0,0.0,0.0,39,3,13,2,1,1,3,1,0,0,train
CUST00686,2025-09-30,Tier 1,35-44,Referral,Silver,Fragrance,Yes,127,1,318.48,0.0,0.31,5.0,1,0,0.0,0.0,352,21,73,10,1,3,7,1,20,1,train
CUST00687,2025-09-30,Tier 2,25-34,Marketplace,,Makeup,No,117,3,2804.77,0.0,0.31,4.0,3,0,0.0,0.0,309,1,4,0,0,0,0,0,34,1,train
CUST00688,2025-09-30,Tier 3,25-34,Marketplace,Silver,Baby Care,Yes,13,4,2214.44,0.25,0.265,3.0,4,1,1.0,57.5,461,1,4,0,0,0,0,0,0,0,train
CUST00689,2025-09-30,Tier 1,35-44,Organic,Gold,Hair Care,No,70,4,4514.31,0.0,0.1,3.75,4,0,0.0,0.0,183,13,68,6,4,4,0,0,19,0,train
CUST00691,2025-09-30,Tier 2,25-34,Google Search,,Wellness,Yes,61,2,1222.65,0.0,0.52,2.5,1,0,0.0,0.0,412,14,38,7,4,4,6,3,18,0,train
CUST00692,2025-09-30,Tier 2,35-44,Referral,,Baby Care,Yes,58,1,269.14,0.0,0.48,5.0,1,0,0.0,0.0,525,0,0,0,0,0,4,1,16,1,train
CUST00693,2025-09-30,Tier 3,18-24,Organic,Gold,Makeup,Yes,147,1,804.56,0.0,0.27,4.0,1,0,0.0,0.0,572,0,0,0,0,0,3,0,5,1,train
CUST00694,2025-09-30,Tier 2,25-34,Organic,,Hair Care,No,74,1,345.14,0.0,0.23,3.0,1,0,0.0,0.0,93,14,50,3,1,2,0,0,12,1,train
CUST00695,2025-09-30,Tier 2,25-34,Referral,,Makeup,Yes,198,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,222,4,21,1,1,1,4,0,48,1,train
CUST00696,2025-09-30,Tier 1,25-34,Organic,Silver,Wellness,No,40,2,796.15,0.0,0.315,4.0,2,0,0.0,0.0,633,1,4,0,0,0,0,0,8,0,train
CUST00697,2025-09-30,Tier 1,25-34,Marketplace,,Hair Care,Yes,247,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,470,1,3,0,0,0,0,0,47,0,train
CUST00698,2025-09-30,Tier 3,25-34,Organic,Gold,Hair Care,No,14,3,2572.72,0.333,0.27,4.0,2,2,1.0,28.0,528,11,33,4,1,2,0,0,16,0,train
CUST00699,2025-09-30,Tier 1,25-34,Instagram,,Hair Care,Yes,47,4,2191.51,0.0,0.383,3.75,4,0,0.0,0.0,181,15,49,1,1,0,3,0,20,0,train
CUST00700,2025-09-30,Tier 2,25-34,Instagram,,Skin Care,Yes,49,1,345.91,0.0,0.22,5.0,1,0,0.0,0.0,330,1,4,0,0,0,0,0,22,0,train
CUST00701,2025-09-30,Tier 2,25-34,Referral,Silver,Skin Care,No,122,1,892.63,0.0,0.0,2.0,1,0,0.0,0.0,628,10,25,3,1,1,0,0,26,1,train
CUST00702,2025-09-30,Tier 1,18-24,Marketplace,Silver,Fragrance,Yes,77,1,357.55,0.0,0.11,5.0,1,1,1.0,34.8,441,2,8,0,1,0,0,0,16,1,train
CUST00704,2025-09-30,Tier 1,18-24,Google Search,,Skin Care,Yes,22,2,1084.34,0.0,0.345,3.5,2,0,0.0,0.0,489,12,31,4,0,3,1,0,0,1,train
CUST00705,2025-09-30,Tier 2,35-44,Instagram,,Wellness,Yes,12,1,872.61,1.0,0.0,5.0,1,1,1.0,8.2,66,1,3,0,0,0,3,0,5,1,train
CUST00711,2025-09-30,Tier 3,35-44,Influencer,Platinum,Fragrance,Yes,19,5,4117.05,0.0,0.416,4.6,2,1,1.0,27.4,257,10,50,4,1,2,4,2,13,0,train
CUST00712,2025-09-30,Tier 2,25-34,Google Search,,Baby Care,No,4,1,676.24,0.0,0.2,2.0,1,0,0.0,0.0,442,2,12,1,1,1,0,0,0,0,train
CUST00713,2025-09-30,Tier 1,25-34,Organic,Gold,Fragrance,No,3,4,3625.93,0.25,0.31,2.25,3,2,0.5,2.5,486,10,45,1,3,1,0,0,0,0,train
CUST00714,2025-09-30,Tier 1,18-24,Organic,Silver,Hair Care,Yes,40,3,1036.94,0.333,0.497,3.67,2,1,1.0,20.6,572,2,5,1,0,0,2,1,0,0,train
CUST00715,2025-09-30,Tier 2,25-34,Marketplace,Silver,Baby Care,Yes,25,3,954.63,0.0,0.517,3.67,3,0,0.0,0.0,132,4,24,1,0,0,1,0,14,0,train
CUST00717,2025-09-30,Tier 2,18-24,Google Search,,Hair Care,No,0,1,884.85,0.0,0.31,5.0,1,0,0.0,0.0,41,6,18,3,1,1,0,0,7,0,train
CUST00719,2025-09-30,Tier 2,25-34,Google Search,Silver,Skin Care,No,168,1,461.68,0.0,0.41,5.0,1,0,0.0,0.0,565,2,5,1,0,1,0,0,38,0,train
CUST00720,2025-09-30,Tier 2,45+,Marketplace,Gold,Skin Care,Yes,291,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,497,1,5,0,0,0,3,1,53,1,train
CUST00721,2025-09-30,Tier 1,35-44,Marketplace,Platinum,Wellness,Yes,14,1,1856.99,0.0,0.1,3.0,1,0,0.0,0.0,45,8,24,1,2,1,4,1,0,0,train
CUST00723,2025-09-30,Tier 2,25-34,Google Search,,Skin Care,Yes,69,1,546.81,0.0,0.1,3.0,1,0,0.0,0.0,189,7,31,1,1,1,2,1,21,1,train
CUST00726,2025-09-30,Tier 3,25-34,Marketplace,,Skin Care,Yes,98,4,4849.51,0.25,0.34,4.5,4,0,0.0,0.0,527,10,55,4,3,3,5,0,19,0,train
CUST00728,2025-09-30,Tier 3,25-34,Instagram,,Makeup,No,66,1,396.38,1.0,0.22,5.0,1,1,1.0,35.7,218,6,19,1,1,0,0,0,17,1,train
CUST00729,2025-09-30,Tier 2,35-44,Instagram,,Hair Care,Yes,140,1,1324.83,0.0,0.38,3.0,1,0,0.0,0.0,196,1,5,0,0,0,5,1,42,1,train
CUST00730,2025-09-30,Tier 3,25-34,Marketplace,,Hair Care,No,232,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,492,3,13,1,1,0,0,0,43,0,train
CUST00732,2025-09-30,Tier 3,25-34,Instagram,,Hair Care,Yes,6,1,402.61,0.0,0.13,5.0,1,1,1.0,35.1,196,6,34,2,1,1,2,1,4,0,train
CUST00733,2025-09-30,Tier 1,35-44,Marketplace,Gold,Wellness,No,66,1,376.53,0.0,0.31,4.0,1,0,0.0,0.0,340,5,18,1,0,0,0,0,8,0,train
CUST00739,2025-09-30,Tier 2,18-24,Organic,Gold,Hair Care,Yes,24,1,1047.95,0.0,0.27,3.0,1,0,0.0,0.0,26,8,47,1,1,1,3,1,0,0,train
CUST00741,2025-09-30,Tier 2,25-34,Marketplace,Gold,Hair Care,Yes,225,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,304,3,8,0,1,0,2,1,52,0,train
CUST00742,2025-09-30,Tier 1,25-34,Instagram,,Baby Care,Yes,49,1,441.54,0.0,0.47,4.0,1,0,0.0,0.0,227,5,17,2,0,1,4,0,8,1,train
CUST00743,2025-09-30,Tier 2,35-44,Influencer,Silver,Makeup,Yes,1,1,1124.66,0.0,0.4,4.0,1,0,0.0,0.0,330,3,13,1,1,0,7,2,18,0,train
CUST00745,2025-09-30,Tier 2,45+,Referral,Silver,Hair Care,No,1,1,1077.53,0.0,0.28,5.0,1,0,0.0,0.0,15,14,78,1,2,1,0,0,4,0,train
CUST00747,2025-09-30,Tier 2,45+,Organic,,Hair Care,Yes,11,1,1123.87,0.0,0.31,3.0,1,1,1.0,1.0,26,13,62,3,1,2,6,0,7,0,train
CUST00748,2025-09-30,Tier 2,25-34,Google Search,,Skin Care,No,58,3,2603.35,0.0,0.123,4.67,2,0,0.0,0.0,614,5,29,2,1,1,0,0,0,0,train
CUST00751,2025-09-30,Tier 1,25-34,Referral,Silver,Skin Care,Yes,15,1,657.24,0.0,0.21,5.0,1,0,0.0,0.0,18,8,38,2,2,1,4,1,5,0,train
CUST00753,2025-09-30,Tier 1,25-34,Marketplace,,Hair Care,Yes,143,1,1093.17,0.0,0.16,2.0,1,0,0.0,0.0,331,9,24,5,2,3,0,0,40,1,train
CUST00756,2025-09-30,Tier 2,35-44,Google Search,Silver,Baby Care,Yes,113,1,329.74,0.0,0.33,5.0,1,0,0.0,0.0,377,0,0,0,0,0,0,0,17,1,train
CUST00758,2025-09-30,Tier 2,25-34,Marketplace,,Skin Care,Yes,78,3,1129.62,0.0,0.31,4.33,2,0,0.0,0.0,378,13,65,5,1,1,3,1,19,0,train
CUST00759,2025-09-30,Tier 1,25-34,Referral,Gold,Skin Care,Yes,38,2,1562.24,0.0,0.26,4.5,2,0,0.0,0.0,556,4,24,1,0,0,2,0,21,1,train
CUST00760,2025-09-30,Tier 3,35-44,Organic,,Baby Care,No,162,1,368.74,1.0,0.32,5.0,1,0,0.0,0.0,217,1,3,0,0,0,0,0,37,1,train
CUST00761,2025-09-30,Tier 1,18-24,Referral,,Makeup,Yes,193,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,323,1,4,0,0,0,4,0,41,1,train
CUST00762,2025-09-30,Tier 1,18-24,Referral,,Skin Care,No,46,2,2784.57,0.5,0.24,4.5,2,0,0.0,0.0,255,8,41,1,2,0,0,0,25,0,train
CUST00763,2025-09-30,Tier 3,25-34,Google Search,Silver,Baby Care,Yes,188,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,442,0,0,0,0,0,0,0,47,1,train
CUST00764,2025-09-30,Tier 1,18-24,Referral,Silver,Skin Care,No,23,2,1414.13,0.0,0.145,3.0,2,0,0.0,0.0,288,8,30,3,1,1,0,0,1,0,train
CUST00766,2025-09-30,Tier 1,35-44,Google Search,,Hair Care,Yes,166,1,389.83,0.0,0.3,5.0,1,0,0.0,0.0,259,7,25,0,2,0,2,0,46,1,train
CUST00767,2025-09-30,Tier 3,18-24,Google Search,Gold,Wellness,Yes,75,1,468.97,0.0,0.32,4.0,1,1,1.0,49.7,536,7,39,1,1,0,7,3,18,1,train
CUST00768,2025-09-30,Tier 2,25-34,Marketplace,,Hair Care,Yes,21,2,1483.56,0.0,0.175,5.0,1,1,1.0,27.4,384,3,11,1,0,0,0,0,7,0,train
CUST00769,2025-09-30,Tier 3,35-44,Marketplace,Silver,Skin Care,Yes,18,2,971.74,0.0,0.275,4.5,2,0,0.0,0.0,270,2,11,0,0,0,1,0,0,1,train
CUST00770,2025-09-30,Tier 3,45+,Influencer,Silver,Skin Care,Yes,27,3,2711.16,0.0,0.2,4.33,3,1,1.0,33.9,151,12,64,4,3,1,5,1,0,0,train
CUST00771,2025-09-30,Tier 2,18-24,Instagram,Gold,Wellness,Yes,90,1,456.76,0.0,0.41,5.0,1,1,1.0,36.9,122,8,47,2,2,0,2,0,0,1,train
CUST00774,2025-09-30,Tier 3,35-44,Organic,Silver,Baby Care,No,101,1,364.21,0.0,0.15,5.0,1,0,0.0,0.0,298,2,7,1,0,0,0,0,28,1,train
CUST00775,2025-09-30,Tier 2,45+,Instagram,,Skin Care,Yes,23,1,1298.92,0.0,0.23,5.0,1,0,0.0,0.0,63,8,41,1,1,0,7,2,10,0,train
CUST00776,2025-09-30,Tier 1,25-34,Google Search,,Makeup,Yes,135,1,547.9,0.0,0.27,4.0,1,0,0.0,0.0,520,0,0,0,0,0,0,0,35,1,train
CUST00777,2025-09-30,Tier 3,35-44,Influencer,,Makeup,Yes,10,1,720.41,0.0,0.32,3.0,1,0,0.0,0.0,311,2,8,0,0,0,2,1,1,0,train
CUST00778,2025-09-30,Tier 1,35-44,Instagram,Silver,Skin Care,Yes,331,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,490,1,4,0,0,0,1,0,57,1,train
CUST00779,2025-09-30,Tier 2,25-34,Marketplace,,Fragrance,Yes,6,1,416.15,0.0,0.49,5.0,1,0,0.0,0.0,25,3,14,1,0,0,3,1,0,0,train
CUST00780,2025-09-30,Tier 3,18-24,Instagram,Silver,Fragrance,Yes,36,4,3232.4,0.25,0.29,3.25,3,2,0.0,11.35,253,12,40,5,3,3,7,0,9,0,train
CUST00784,2025-09-30,Tier 1,35-44,Marketplace,,Makeup,Yes,45,2,1269.12,0.0,0.355,1.5,2,0,0.0,0.0,438,11,62,4,3,2,6,1,0,1,train
CUST00785,2025-09-30,Tier 3,18-24,Instagram,,Wellness,Yes,11,3,1464.91,0.0,0.403,4.67,3,0,0.0,0.0,581,5,13,1,1,1,2,0,15,0,train
CUST00787,2025-09-30,Tier 3,35-44,Marketplace,,Baby Care,Yes,48,3,2376.36,0.0,0.33,4.0,2,0,0.0,0.0,547,2,7,1,0,1,0,0,7,0,train
CUST00788,2025-09-30,Tier 2,25-34,Influencer,,Makeup,No,49,1,1408.44,0.0,0.39,5.0,1,0,0.0,0.0,117,8,41,2,2,1,0,0,11,0,train
CUST00790,2025-09-30,Tier 2,35-44,Instagram,Gold,Baby Care,Yes,78,1,458.83,0.0,0.19,2.0,1,1,1.0,20.3,89,9,49,4,3,1,4,1,20,1,train
CUST00791,2025-09-30,Tier 2,35-44,Instagram,,Hair Care,Yes,230,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,453,0,0,0,0,0,0,0,46,1,train
CUST00793,2025-09-30,Tier 2,25-34,Referral,Silver,Baby Care,Yes,113,1,1730.51,0.0,0.26,5.0,1,0,0.0,0.0,338,1,5,0,0,0,3,1,4,1,train
CUST00794,2025-09-30,Tier 1,25-34,Google Search,Gold,Wellness,Yes,171,1,413.58,0.0,0.23,3.0,1,0,0.0,0.0,593,7,22,0,1,0,4,0,39,1,train
CUST00799,2025-09-30,Tier 2,18-24,Google Search,Gold,Hair Care,Yes,56,2,738.93,0.0,0.365,3.0,2,0,0.0,0.0,512,2,9,1,0,0,1,0,7,1,train
CUST00802,2025-09-30,Tier 1,35-44,Marketplace,Silver,Skin Care,No,201,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,259,1,3,0,0,0,0,0,48,1,train
CUST00803,2025-09-30,Tier 3,25-34,Influencer,,Hair Care,Yes,53,2,2106.41,0.0,0.325,4.0,2,0,0.0,0.0,404,2,11,1,0,0,7,2,16,0,train
CUST00804,2025-09-30,Tier 2,18-24,Referral,,Fragrance,Yes,14,1,969.91,0.0,0.22,5.0,1,0,0.0,0.0,49,7,30,1,2,1,2,1,7,0,train
CUST00805,2025-09-30,Tier 1,35-44,Marketplace,Gold,Makeup,Yes,41,1,780.79,0.0,0.11,4.0,1,0,0.0,0.0,93,8,25,4,0,3,1,0,18,0,train
CUST00806,2025-09-30,Tier 1,35-44,Referral,,Wellness,No,21,1,976.95,0.0,0.46,4.0,1,0,0.0,0.0,98,11,31,2,2,1,0,0,7,0,train
CUST00807,2025-09-30,Tier 2,45+,Google Search,,Skin Care,Yes,112,1,594.61,0.0,0.25,5.0,1,0,0.0,0.0,277,4,21,2,1,0,0,0,14,1,train
CUST00808,2025-09-30,Tier 1,25-34,Instagram,Silver,Hair Care,No,53,1,444.73,0.0,0.39,2.0,1,1,1.0,16.8,332,16,61,2,4,1,0,0,21,0,train
CUST00809,2025-09-30,Tier 3,35-44,Instagram,,Hair Care,Yes,22,3,1886.26,0.333,0.313,3.67,2,1,1.0,59.8,164,12,63,3,1,1,10,4,1,0,train
CUST00810,2025-09-30,Tier 2,18-24,Instagram,,Fragrance,Yes,217,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,275,0,0,0,0,0,4,2,37,0,train
CUST00811,2025-09-30,Tier 1,25-34,Google Search,Gold,Baby Care,Yes,184,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,407,2,10,1,1,1,3,1,30,1,train
CUST00812,2025-09-30,Tier 1,35-44,Organic,Silver,Skin Care,Yes,189,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,276,0,0,0,0,0,1,0,27,1,train
CUST00813,2025-09-30,Tier 3,35-44,Influencer,Platinum,Skin Care,Yes,5,4,3695.8,0.0,0.17,4.25,1,1,0.0,27.8,474,11,66,2,1,1,7,3,1,0,train
CUST00814,2025-09-30,Tier 3,25-34,Organic,,Skin Care,No,88,2,3500.93,0.0,0.245,4.0,2,0,0.0,0.0,229,14,57,6,0,3,0,0,16,0,train
CUST00816,2025-09-30,Tier 1,35-44,Google Search,,Skin Care,Yes,59,2,2688.92,0.0,0.3,5.0,2,1,1.0,17.0,482,7,21,4,1,1,2,1,15,0,train
CUST00817,2025-09-30,Tier 2,35-44,Instagram,Platinum,Baby Care,Yes,9,7,6352.75,0.0,0.297,3.57,4,0,0.0,0.0,533,13,55,7,3,1,7,2,0,0,train
CUST00818,2025-09-30,Tier 2,45+,Marketplace,,Skin Care,Yes,147,1,988.84,0.0,0.12,4.0,1,0,0.0,0.0,442,1,6,0,0,0,2,0,36,1,train
CUST00820,2025-09-30,Tier 1,18-24,Marketplace,,Hair Care,Yes,189,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,452,4,14,1,0,0,4,2,46,1,train
CUST00821,2025-09-30,Tier 2,18-24,Marketplace,Silver,Skin Care,No,94,1,409.56,0.0,0.36,5.0,1,1,0.0,14.5,327,6,32,3,0,0,0,0,27,0,train
CUST00822,2025-09-30,Tier 1,25-34,Marketplace,,Skin Care,No,76,3,1713.47,0.0,0.327,4.33,3,1,0.0,7.7,258,10,42,1,2,1,0,0,30,0,train
CUST00823,2025-09-30,Tier 2,18-24,Instagram,Gold,Baby Care,No,146,2,546.33,0.5,0.345,4.5,1,0,0.0,0.0,443,2,5,1,0,0,0,0,33,1,train
CUST00825,2025-09-30,Tier 1,18-24,Influencer,,Skin Care,Yes,97,1,410.77,0.0,0.25,5.0,1,0,0.0,0.0,192,3,17,2,0,0,6,3,31,1,train
CUST00826,2025-09-30,Tier 2,35-44,Marketplace,,Makeup,No,158,2,2063.86,0.0,0.265,3.5,2,0,0.0,0.0,576,9,28,4,2,2,0,0,34,1,train
CUST00827,2025-09-30,Tier 1,25-34,Instagram,,Skin Care,Yes,57,1,1699.04,0.0,0.16,5.0,1,0,0.0,0.0,239,4,15,1,1,0,6,2,2,0,train
CUST00828,2025-09-30,Tier 3,25-34,Google Search,,Skin Care,Yes,90,1,355.91,0.0,0.39,3.0,1,0,0.0,0.0,101,5,13,1,1,1,1,0,17,1,train
CUST00831,2025-09-30,Tier 3,18-24,Instagram,Platinum,Baby Care,Yes,6,2,994.83,0.0,0.375,5.0,2,2,1.0,27.3,274,11,57,4,1,2,8,1,0,0,train
CUST00832,2025-09-30,Tier 3,25-34,Instagram,,Baby Care,Yes,0,1,716.8,0.0,0.16,5.0,1,0,0.0,0.0,20,9,45,1,2,1,6,3,0,0,train
CUST00833,2025-09-30,Tier 1,18-24,Instagram,Gold,Skin Care,No,67,1,1142.84,0.0,0.49,5.0,1,0,0.0,0.0,148,6,16,3,1,1,0,0,4,1,train
CUST00834,2025-09-30,Tier 2,35-44,Instagram,,Hair Care,No,2,1,971.01,0.0,0.27,4.0,1,0,0.0,0.0,457,6,24,0,1,0,0,0,6,0,train
CUST00836,2025-09-30,Tier 3,18-24,Influencer,,Makeup,No,9,2,1640.21,0.0,0.29,4.0,2,0,0.0,0.0,24,7,18,3,1,2,0,0,0,0,train
CUST00837,2025-09-30,Tier 1,35-44,Referral,,Baby Care,Yes,15,2,1476.76,0.0,0.345,4.5,2,0,0.0,0.0,184,7,40,1,1,0,6,1,8,0,train
